Date,Pressure 300 UTC,Pressure 1200 UTC ,Humidity 300UTC,Humidity 1200UTC,Max Temp,Min Temp,Precipitation,Wind Direction 300 UTC Degree,WD 1200 UTC,Wind Speed 300 UTC,Wind Speed 1200utc,heat event
13/08/2022,975.9,973.1,69,60,37,28.6,0,C,NE,0,4,1
14/08/2022,977.2,974.7,79,60,37,29.5,0,C,SE,0,4,1
15/08/2022,979.5,979.8,85,92,36.5,26.5,0,C,N,0,6,1
16/08/2022,979,976.2,85,65,31.8,25.8,2.8,C,C,0,0,0
17/08/2022,977.9,976.8,75,67,35.5,27.5,0,SE,SE,6,4,1
18/08/2022,977.9,975.9,75,62,34,27.4,0,C,NE,0,2,1
19/08/2022,977.4,975.2,81,57,35.2,27.2,0,S,NW,4,6,1
20/08/2022,978.7,976.8,78,92,35,27.3,0,C,C,0,0,1
21/08/2022,978.3,975.7,82,57,33.5,26,38,C,W,0,2,1
22/08/2022,975.4,973.9,78,82,35.2,28.5,0,C,SE,0,6,1
23/08/2022,977.2,975.1,79,63,36,28.5,0,C,NW,0,2,1
24/08/2022,981,979.1,78,59,35.5,27.6,0,E,E,2,4,1
25/08/2022,979.9,978.7,85,67,33.5,26.5,4,C,SE,0,2,1
26/08/2022,979.7,977.1,78,70,33.2,27.6,0,C,NW,0,6,1
27/08/2022,978.8,976.9,81,57,34.5,27,0,C,W,0,2,1
28/08/2022,978.1,977,82,69,34.5,27.5,0,C,E,0,4,1
29/08/2022,982,982.1,88,92,35.5,24,71,SW,SE,2,2,1
30/08/2022,983,982.1,88,67,35,26,34.7,C,C,0,0,1
31/08/2022,981.8,978.8,78,50,34.8,27.2,0,C,W,0,2,1
01/09/2022,980.7,978.6,69,52,36.5,29,0,C,W,0,2,1
02/09/2022,982.5,980.4,72,52,36,28.6,0,C,W,0,4,1
03/09/2022,980.4,975.9,75,52,36.2,27.4,0,C,C,0,0,1
04/09/2022,977.7,976,81,62,36.8,27.2,0,E,NE,4,2,1
05/09/2022,979.8,979.9,78,70,34.5,27.8,0,SE,SW,2,6,1
06/09/2022,980.7,981,77,59,32.2,26.2,0,C,C,0,0,0
07/09/2022,983.4,982.4,75,55,34.2,27.8,0,C,C,0,0,1
08/09/2022,983.7,982.7,75,61,36.2,28.8,0,C,C,0,0,1
09/09/2022,983.4,982.3,82,78,34.8,28.8,0.4,C,C,0,0,1
10/09/2022,983.4,980,78,62,35.2,28.5,2,C,N,0,2,1
11/09/2022,981.1,980.2,85,64,35,27.8,0,C,N,0,2,1
12/09/2022,980.7,977.1,80,59,34.2,24.3,0,C,C,0,0,1
13/09/2022,979.5,979.4,77,56,35,25.5,0,C,N,0,2,1
14/09/2022,981,977.8,78,60,35.2,27.7,0,C,C,0,0,1
15/09/2022,979.2,975.7,78,56,34.5,27.8,0,C,W,0,2,1
16/09/2022,977.3,972.9,73,56,35.5,24.2,0,C,C,0,0,1
17/09/2022,976.9,976.7,81,56,34.5,26.2,0,C,W,0,4,1
18/09/2022,981.6,979.8,78,56,34.5,26,0,C,NW,0,2,1
19/09/2022,981.7,979.7,78,62,35.8,27.4,0,C,C,0,0,1
20/09/2022,981.4,979,81,67,35.5,26.5,0,C,NE,0,2,1
21/09/2022,981.9,979.4,78,67,34,26.3,0,C,C,0,0,1
22/09/2022,981.4,979.1,84,53,33.5,25.5,0,C,NW,0,4,1
23/09/2022,980.7,979.1,84,88,35,25,3,C,C,0,0,1
24/09/2022,980.5,978,96,88,31.5,23,16,SE,C,4,0,0
25/09/2022,977.7,980.6,87,77,28,23,1,C,SE,0,2,0
26/09/2022,985.6,983.2,88,60,30.2,22.8,0,C,C,0,0,0
27/09/2022,983.2,981.1,84,77,31.8,24.7,0,C,C,0,0,0
28/09/2022,982.7,980,84,58,32.5,24.5,5,C,C,0,0,0
29/09/2022,982.4,980.2,80,52,33.5,24.7,0,C,C,0,0,1
30/09/2022,982.6,980.6,84,48,34,25.2,0,C,C,0,0,1
01/10/2022,982.2,978.3,84,46,35,25.2,0,C,C,0,0,1
02/10/2022,982.5,980.9,84,34,35.5,25.2,0,C,W,0,4,1
03/10/2022,982.9,982,69,46,36,24.6,0,C,NW,0,2,1
04/10/2022,984,982.9,73,46,35,24.5,0,C,W,0,2,1
05/10/2022,984.3,981,76,35,35.8,25,0,C,C,0,0,1
06/10/2022,984.6,981.9,76,50,36.2,24.4,0,C,C,0,0,1
07/10/2022,986,983.4,80,54,34.5,25.4,0,C,C,0,0,1
08/10/2022,987.6,983.7,84,54,32.4,24.8,0,C,C,0,0,0
09/10/2022,986.6,984.1,84,65,32.6,23.3,0,C,C,0,0,0
10/10/2022,988.4,985.2,83,63,31.2,23.5,0,C,C,0,0,0
11/10/2022,986.4,984.2,83,61,28.8,21.6,0,C,C,0,0,0
12/10/2022,988.7,986.3,73,52,30,18.4,5.4,C,NW,0,2,0
13/10/2022,988.7,987,75,47,31.2,20.8,0,C,C,0,0,0
14/10/2022,988.5,986.3,75,42,32,21,0,C,W,0,2,0
15/10/2022,986.9,984.2,75,40,32,21.2,0,C,W,0,2,0
16/10/2022,988.8,987.6,86,36,32.4,20,0,C,C,0,0,0
17/10/2022,989.2,986.5,71,37,33.5,19.4,0,C,C,0,0,1
18/10/2022,988.1,984.5,58,35,33,19,0,C,C,0,0,0
19/10/2022,987.1,984.5,61,47,33,19.5,0,C,C,0,0,0
20/10/2022,986.5,987.4,74,51,32,20,0,NE,N,6,8,0
21/10/2022,991.5,990.9,64,48,27.5,17.5,0,N,W,4,2,0
22/10/2022,993,991,64,36,30.6,16,0,C,C,0,0,0
23/10/2022,991.9,989.7,76,38,30.6,16,0,C,C,0,0,0
24/10/2022,988.2,984.3,80,40,31.5,16,0,C,C,0,0,0
25/10/2022,984.7,983.6,73,43,31,16.5,0,C,C,0,0,0
26/10/2022,988.2,987.7,81,42,31.5,18,0,C,C,0,0,0
27/10/2022,988.8,988.3,81,36,32.2,17.2,0,C,C,0,0,0
28/10/2022,989.2,987.1,86,41,31,16.8,0,C,C,0,0,0
29/10/2022,989.2,987.9,81,36,32,18.2,0,C,C,0,0,0
30/10/2022,989.8,988.3,81,40,31.5,17.8,0,C,C,0,0,0
31/10/2022,988.8,987,81,40,31.5,18.8,0,C,C,0,0,0
01/03/2023,996.1,994.6,79,53,23.5,16,1,C,W,0,2,0
02/03/2023,996,993.8,76,51,26,15.8,0,C,NW,0,2,0
03/03/2023,996.7,993.9,71,43,27.8,15.6,0,C,W,0,4,0
04/03/2023,995.9,992.7,71,38,27,16.5,0,C,W,0,2,0
05/03/2023,995.9,992.7,71,38,28.5,16.5,0,C,W,0,2,0
06/03/2023,992.1,989.9,71,28,28.5,16.6,0,C,SW,0,4,0
07/03/2023,991.3,990.4,80,37,29.5,16,0,C,W,0,2,0
08/03/2023,990.7,989.6,68,39,29.5,16,0,C,SW,0,4,0
09/03/2023,993,991.1,76,36,30.2,16.2,0,C,W,0,4,0
10/03/2023,991.5,988.9,80,38,30.5,16.2,0,C,SW,0,4,0
11/03/2023,990.9,989,72,34,30.5,16.2,0,C,C,0,0,0
12/03/2023,991.6,990,77,41,31.5,17,0,C,N,0,4,0
13/03/2023,989.6,986.5,77,36,31,17.5,0,C,SW,0,4,0
14/03/2023,987.6,983.4,64,47,31.5,17.5,0,C,SW,0,4,0
15/03/2023,985.2,983.3,77,44,31.5,19,0,C,C,0,0,0
16/03/2023,986.2,984.2,64,44,31.6,18.2,0,C,N,0,6,0
17/03/2023,990.1,988,80,81,31.8,16,10,C,N,0,4,0
18/03/2023,988.9,986.3,80,70,21.3,15.2,0,C,NE,0,4,0
19/03/2023,986.8,982.7,71,58,24,16,0,C,W,0,6,0
20/03/2023,983.9,980.9,81,63,25.5,16.5,0,C,SE,0,4,0
21/03/2023,985.5,982.3,84,50,25,14.6,4,C,SE,0,2,0
22/03/2023,987.2,983.5,76,52,25.3,16,0,C,S,0,4,0
23/03/2023,986,983.3,73,50,26.5,16.2,0,SW,W,4,4,0
24/03/2023,985.2,981.6,81,90,27.5,19,0,SW,SW,4,6,0
25/03/2023,986.2,987.2,89,66,23.5,13.5,45,N,S,4,4,0
26/03/2023,989.2,986.5,79,51,23.8,13.8,0,N,W,4,4,0
27/03/2023,986.5,984.7,71,43,25.5,15.5,0,C,SW,0,2,0
28/03/2023,986.2,984.5,73,42,28,16.6,0,C,C,0,0,0
29/03/2023,986.8,985.1,81,45,29.6,17.2,0,C,N,0,4,0
30/03/2023,986.3,981.8,81,45,30,19.2,0,NE,C,4,0,0
31/03/2023,984,983.5,81,95,29.8,17.3,1,C,NW,0,6,0
01/04/2023,985.5,983.4,90,73,22.2,14.5,57,SE,NW,2,4,0
02/04/2023,985.4,982.6,85,52,22,14.8,0,C,N,0,2,0
03/04/2023,983.8,982.9,90,67,26.2,15.5,8,C,C,0,0,0
04/04/2023,986.4,985.3,85,39,23.7,14.6,2,C,W,0,4,0
05/04/2023,986.6,984.2,68,33,29,16.5,0,C,W,0,4,0
06/04/2023,989.2,988,71,30,30,16,1,C,W,0,2,0
07/04/2023,990.8,989.2,56,21,30.6,17.8,0,NW,W,4,4,0
08/04/2023,990.3,988.7,48,21,32,18.5,0,C,SE,0,2,0
09/04/2023,991.4,987.8,59,23,33,18.8,0,C,SW,0,2,0
10/04/2023,988.2,985.4,66,23,33.3,19,0,C,W,0,4,1
11/04/2023,988.1,985.7,57,26,35.2,21,0,C,SW,0,2,1
12/04/2023,987.8,985.1,55,22,35.4,22.6,0,C,SW,0,4,1
13/04/2023,985.9,982.5,50,19,36.5,22.8,0,C,W,0,4,1
14/04/2023,984.4,981.1,61,17,38,22.5,0,C,W,0,2,1
15/04/2023,983.5,981,49,17,39,22.5,0,C,SW,0,2,1
16/04/2023,982.5,979.6,45,21,39.2,22.8,0,E,N,2,4,1
17/04/2023,982.5,980.7,44,21,39,23,0,N,W,4,4,1
18/04/2023,982.4,983.3,55,31,39,24.6,0,W,SW,12,4,1
19/04/2023,983.4,979.2,64,51,35,21.8,0,NE,NW,4,6,1
20/04/2023,979.7,976.4,52,28,31.8,19.2,0,C,SW,0,2,0
21/04/2023,981.2,980.1,51,28,32.2,18,0,N,NW,6,2,0
22/04/2023,984.9,981.7,53,29,32.2,18.8,0,NW,W,8,2,0
23/04/2023,983.4,982.5,41,26,31,18.5,0,N,C,2,0,0
24/04/2023,985.9,984.4,49,23,33.5,19,0,C,C,0,0,1
25/04/2023,987.2,984.5,49,26,35.4,20.5,0,E,C,2,0,1
26/04/2023,984.6,981.3,49,24,35.3,21.5,0,C,W,0,2,1
27/04/2023,984.2,982,49,27,36.3,22.7,0,N,NE,4,4,1
28/04/2023,985.9,982.8,56,26,33.5,21,0,N,N,2,8,1
29/04/2023,983.3,981.6,44,29,35.5,22,0,C,SW,0,8,1
30/04/2023,982.9,979.3,54,32,36,22,0,C,S,0,4,1
01/05/2023,983.7,981,70,59,31.5,21.5,0,SE,N,4,4,0
02/05/2023,985.7,983.6,75,83,27,19.5,0,SE,N,4,6,0
03/05/2023,986.9,983.5,74,58,27.6,18.9,13,C,C,0,0,0
04/05/2023,986.9,982.7,75,53,30.3,19.2,0,C,SW,0,4,0
05/05/2023,985.9,981.5,74,41,33.5,18.4,17,C,C,0,0,1
06/05/2023,982.7,980,66,41,32.8,22,0,C,SW,0,4,0
07/05/2023,982.3,979,71,38,35,19.2,3,NW,C,6,0,1
08/05/2023,980.4,980,57,33,34.2,22.2,0,N,W,4,6,1
09/05/2023,984.7,983.2,55,27,33.9,21.4,0,C,W,0,4,1
10/05/2023,982.8,980.3,45,24,34.7,21.6,0,W,W,2,4,1
11/05/2023,982.6,981.4,44,18,36.5,22.5,0,C,W,0,4,1
12/05/2023,982.4,980,44,22,39.2,22.5,0,C,C,0,0,1
13/05/2023,981.7,978.4,46,26,40.3,26.8,0,C,C,0,0,1
14/05/2023,979.5,976.7,40,24,41,26.4,0,C,SW,0,2,1
15/05/2023,977.7,976.5,40,24,38.6,24.5,0,N,NE,2,2,1
16/05/2023,980,979.2,48,24,40.3,26.4,0,SW,N,4,8,1
17/05/2023,980.7,979,38,24,39,26.5,0,C,W,0,2,1
18/05/2023,986.5,986,71,38,40,22,2,N,NW,4,2,1
19/05/2023,983.4,980.7,57,26,34.2,23.5,0,C,W,0,6,1
20/05/2023,979.9,977.7,44,19,37.5,25.4,0,C,W,0,4,1
21/05/2023,980.6,979.2,41,16,40.6,26.4,0,C,C,0,0,1
22/05/2023,980.6,978.5,36,29,43.2,27.4,0,C,S,0,2,1
23/05/2023,981.3,978.3,42,27,42.6,31.6,0,C,W,0,4,1
24/05/2023,980.4,978.1,56,43,41.7,25,0,SE,NW,4,2,1
25/05/2023,982.2,980.1,55,49,36.2,22.5,0,SW,E,2,4,1
26/05/2023,984.3,980.9,74,48,30.3,21.8,2,SW,SE,10,2,0
27/05/2023,981,980.6,57,42,32.6,22.3,0,C,SW,0,8,0
28/05/2023,982.5,980,51,30,33.6,24,0,E,C,2,0,1
29/05/2023,985.2,983.3,59,42,37.5,23.8,0,NE,NW,4,4,1
30/05/2023,987.1,983,62,41,33.1,22,0,E,NE,2,2,1
31/05/2023,983.5,982.2,79,83,33.8,20.2,7,C,NE,0,2,1
01/06/2023,983.2,982.2,78,63,25.4,19.6,1,C,S,0,2,0
02/06/2023,983.2,981.1,71,42,29.8,19.4,1,C,NE,0,4,0
03/06/2023,982.9,980.7,63,32,31.8,21.4,0,NE,C,2,0,0
04/06/2023,982.8,979.8,57,25,35.5,25.6,0,E,W,2,4,1
05/06/2023,980.3,977.5,55,36,38.2,25.8,0,W,N,4,2,1
06/06/2023,981.1,978.2,44,32,38,27.7,0,C,SE,0,20,1
07/06/2023,982.4,980,72,38,38.2,22.2,30,E,NE,2,6,1
08/06/2023,980.7,977.1,56,32,34,24.6,0,C,N,0,2,1
09/06/2023,977.9,973.5,52,33,38.8,28.4,0,C,C,0,0,1
10/06/2023,975,970,56,30,40.3,30.6,0,C,C,0,0,1
11/06/2023,977.2,974.1,64,38,41,24,3,C,C,0,0,1
12/06/2023,974.7,972.8,57,41,36.3,27.6,0,C,W,0,2,1
13/06/2023,975.5,972.5,60,36,38.8,31.2,0,C,S,0,6,1
14/06/2023,975.3,973.2,66,49,40.3,27,2,C,SW,0,6,1
15/06/2023,978.7,977.4,87,54,38.6,20.4,71,S,N,8,2,1
16/06/2023,977.6,974.8,69,43,31.6,22.8,1,C,NW,0,2,0
17/06/2023,977.1,973.7,58,42,36.7,26.3,0,C,C,0,0,1
18/06/2023,977.3,973.7,67,40,38.2,28.6,0,C,NE,0,2,1
19/06/2023,977.9,973.8,68,44,39.2,24.2,5,C,NW,0,4,1
20/06/2023,975.6,972.2,64,38,38.6,29.2,0,C,W,0,4,1
21/06/2023,976.1,973.3,61,50,40.1,31,0,S,S,4,6,1
22/06/2023,976,973.2,55,43,39.5,32.6,0,C,W,0,4,1
23/06/2023,976,972.9,57,37,41.2,33.4,0,SW,C,4,0,1
24/06/2023,975.5,972.1,54,37,41.5,32.6,0,NW,S,2,2,1
25/06/2023,974.8,971.8,65,49,41.6,31.4,0,S,E,2,4,1
26/06/2023,981.7,977.3,100,72,40,20.4,162,S,NE,2,2,1
27/06/2023,977.6,974.2,78,62,30.8,22.8,10,C,E,0,4,0
28/06/2023,978.5,976.2,69,56,35.2,26.8,0,SE,NE,2,4,1
29/06/2023,978.3,973.7,79,60,35.8,28.2,0,C,C,0,0,1
30/06/2023,975.7,973.2,75,61,35,29.4,6,C,NE,0,6,1
01/07/2023,976.7,974.5,79,60,34.8,28.2,0,SE,C,4,0,1
02/07/2023,978.1,974.7,61,41,36.2,28.5,0,C,NW,0,4,1
03/07/2023,976.9,972,61,50,38.8,30.4,0,C,S,0,6,1
04/07/2023,974.1,972,66,50,39,25.5,24,C,E,0,4,1
05/07/2023,975.9,974.4,100,84,36.1,23,94,N,NE,8,4,1
06/07/2023,977.2,976.1,78,72,27.5,23.2,60,C,NE,0,6,0
07/07/2023,979,975.3,78,70,30.6,24,11,E,NE,2,2,0
08/07/2023,978.5,977.9,96,92,33.5,23,21,E,NE,4,10,1
09/07/2023,977.1,976,88,78,27,23.5,3,NE,E,4,2,0
10/07/2023,978,976.5,74,67,30.3,24.6,0,NE,E,2,6,0
11/07/2023,978.1,976,78,54,33.2,25.6,0,N,S,2,4,1
12/07/2023,977.6,974,75,60,35.7,28.2,0,C,S,0,2,1
13/07/2023,977,975.2,74,62,36.2,26,0,C,E,0,4,1
14/07/2023,978.2,975.3,79,62,35.1,28.7,0,C,C,0,0,1
15/07/2023,976.5,974.7,79,68,35,29.6,0,NE,C,2,0,1
16/07/2023,977.6,975.7,85,76,34.8,26.5,32,S,NE,2,2,1
17/07/2023,976.7,973.6,82,67,32.2,27.7,0,C,E,0,2,0
18/07/2023,975.9,973.8,79,65,35.8,28.5,0,C,E,0,4,1
19/07/2023,976.4,974.8,82,96,36.2,28.4,0,E,E,2,2,1
20/07/2023,978.2,974.1,85,86,34,26.2,23,C,NW,0,2,1
21/07/2023,977.5,976.7,79,75,36.6,29,8,C,NE,0,6,1
22/07/2023,981.6,980.2,92,85,32.6,26.5,6.8,NW,E,8,4,0
23/07/2023,982.6,978.9,78,57,28.5,24.5,106,C,E,0,2,0
24/07/2023,979.7,976.7,79,78,36,28.2,0,E,E,2,2,1
25/07/2023,978.4,977,84,65,35,26.2,0,C,NE,0,2,1
26/07/2023,979.9,977.3,82,96,34.2,26,0,S,NE,2,2,1
27/07/2023,980.2,976.5,92,73,33.8,25.3,43,NE,SE,2,2,1
28/07/2023,977.2,974.3,85,76,33,26,4,C,C,0,0,0
29/07/2023,976.2,975.6,84,81,34.8,25.8,0,NE,C,2,0,1
30/07/2023,976.6,973.2,85,62,29,23.5,34,C,C,0,0,0
31/07/2023,975.3,973.7,78,57,34,27.7,0,C,W,0,4,1
01/08/2023,973.8,973.1,76,67,35.7,29.2,0,C,W,0,2,1
02/08/2023,974.1,972.7,76,55,36.4,25.6,10,C,SW,0,4,1
03/08/2023,974.8,972.8,85,53,37.4,27.2,0,NE,S,2,2,1
04/08/2023,975.1,975,70,53,36.5,27.8,0,C,S,0,4,1
05/08/2023,979.5,975.6,81,53,37.5,25.6,0,NE,C,2,0,1
06/08/2023,975.8,971.6,72,57,36.5,28.2,0,C,SW,0,4,1
07/08/2023,973.8,970.8,74,60,36.8,28,0,NW,S,8,2,1
08/08/2023,972.8,971.7,72,53,35.5,28.3,0,SE,W,4,4,1
09/08/2023,977.5,975.9,72,62,36.7,28.8,0,E,S,4,4,1
10/08/2023,978.5,977.7,76,67,35.8,29.2,0,C,E,0,2,1
11/08/2023,979.6,978.2,66,53,36.3,28.4,2,SW,W,4,6,1
12/08/2023,977.3,975.8,66,48,37,29.6,0,W,SW,4,4,1
13/08/2023,973.8,972.9,66,51,37.5,29.2,0,S,S,4,4,1
14/08/2023,977.3,977.4,72,61,37,29,0,S,SE,2,6,1
15/08/2023,980.8,978.1,85,63,35.5,26.6,0,C,C,0,0,1
16/08/2023,980.3,978.3,69,53,35.3,28.6,0,C,S,0,4,1
17/08/2023,979.2,976.8,66,55,37.2,29.5,0,C,W,0,2,1
18/08/2023,978.9,978,70,59,37.1,29.5,0,C,S,0,2,1
19/08/2023,979.6,979,73,67,37.5,29.7,0,C,NE,0,2,1
20/08/2023,981.2,978.6,82,67,35.5,27.2,1,C,NE,0,2,1
21/08/2023,979.3,976.3,76,56,36.5,29.6,0,C,NW,0,2,1
22/08/2023,977.2,973.2,70,54,38,30.4,0,S,NW,2,4,1
23/08/2023,973.7,972,67,62,38.5,30.4,0,SW,S,4,6,1
24/08/2023,974.8,972.6,75,65,36.6,27.4,0,SE,E,2,2,1
25/08/2023,974.7,973,82,65,35.8,28.3,11,NE,S,2,4,1
26/08/2023,977.5,975.8,88,54,35,24.2,34,C,N,0,2,1
27/08/2023,977.7,976.3,74,56,34.5,27,0,C,NW,0,4,1
28/08/2023,976.9,976.2,88,59,35,26.2,20,NE,NE,4,2,1
29/08/2023,978.5,978.1,76,56,34.5,25,0,W,SW,4,2,1
30/08/2023,981.7,979.3,71,52,35.1,25.8,0,C,W,0,2,1
31/08/2023,982.3,980.9,66,53,35.9,28.7,0,C,SW,0,2,1
